DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"ADMISSIONS","ADMISSIONS","Report for Application Questions Answers","Application Question Answers","Admissions","NMAT Applicant Analysis","CSV Report","Application Questions Report","N",,"N"
"ALUMNI","JOHNS193","For-Mailing-Constituents","Event Briefing","Alumni","Constituent Analysis","CSV Report","Event Briefing Report","N",,"N"
"ALUMNI","COMP","Degree Information","Master not Bachelor earned at Stockton","Alumni","Constituent Analysis","CSV Report","Masters w/Non-Stockton Bachelor Report","N",,"N"
"ADMISSIONS","GLASSA","Paid Admits for Orientation_holds","All","Admissions","Admitted Student Analysis","CSV Report","Incoming Class Report - Students with Active Holds","N",,"N"
"FAISMGR","FREEMAND","Scholarship Reports","Institutional and Foundational Funds Awarded","Financial Aid","Financial Aid Analysis","CSV Report","All Awards Report - by Year","N",,"N"
"FAISMGR","FREEMAND","Scholarship Reports","Financial Aid Funds","Financial Aid","Financial Aid Analysis","Crosstab","Awards Summary - by Aid Year","N",,"N"
"FAISMGR","FREEMAND","Scholarship Reports","Scholarship Report Funds","Financial Aid","Financial Aid Analysis","Crosstab","Awards Summary - by Aid Year","N",,"N"
"FAISMGR","FREEMAND","Scholarship Reports","Sheet 4","Financial Aid","Financial Aid Analysis","CSV Report","Counts by APDC and Award Report","N",,"N"
"FAISMGR","COMP","Scholarship Reports","By Aid Year","Financial Aid","Financial Aid Analysis","CSV Report","No ISIR in Next Aid Year Report","N",,"N"
"FAISMGR","COMP","Graduated Students","Multiple worksheets...","Financial Aid","Financial Aid Analysis","CSV Report","Degrees Awarded Report","N",,"N"
"COMP","COMP","Faculty Degrees","Active Faculty","Faculty","Faculty Attribute Analysis","CSV Report","Active Faculty Report - Degree Information","N",,"N"
"COMP","COMP","Faculty Basic Profile Reports","Faculty Degree Information","Faculty","Faculty Attribute Analysis","CSV Report","Active Faculty Report - Degree Information","N",,"N"
"COMP","COMP","Faculty Basic Profile Reports","Faculty by Selected Paramenters","Faculty","Faculty Attribute Analysis","CSV Report","Active Faculty Report - Tenure Information","N",,"N"
"COMP","COMP","Enrolled Students W County","Graduate Level Students","Student.Registration","Course Enrollment Status Analysis - with Address Info","CSV Report","Addresses Report","N",,"N"
"COMP","COMP","Enrolled Students W County","Undergraduate Level Students","Student.Registration","Course Enrollment Status Analysis - with Address Info","CSV Report","Addresses Report","N",,"N"
"COMP","COMP","Class Lists","200650 and Prior","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"COMP","COMP","Class Lists","200680 & Forward All Courses for a Term","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"COMP","COMP","Enrollment for Advising","Area of Interest by term","Student.Demographics","Student Attribute Analysis","CSV Report","Registered Student Attribute Report","N",,"N"
"SATURN","COMP","IDEA Data New","With Extra Data","Student.IDEA/Course Evaluations","IDEA Survey Analysis","CSV Report","Course by Division Report","N",,"N"
"SATURN","COMP","CENSUS TEMPLATE 2010","ORIGINAL_TOTAL_CREDITS","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report","N",,"N"
"SATURN","LOSASSOJ","Class List","Sheet 1","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"SATURN","COMP","CENSUS TEMPLATE 2010","MARLENA_CT_HEADER","Student.Registration","Course Enrollment Status Analysis","CSV Report","Class List Report","N",,"N"
"INSTR","COMP","Degrees Conferred_FY2011","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred_FY2010","Missing ADM Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred_FY2010","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012_C","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012_B_Tom","Graduation Information","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","FURGION1","Degrees Conferred Revised 2012_B_Destination Survey","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012_B","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred Revised 2012","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","FURGION1","Degrees Conferred Destination Survey TOS Format","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","FURGION1","Degrees Conferred Applied_TOS_Survey","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200980","Missing ADM Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200980","Supporting Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200880","Multiple  Apps","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred 200880","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred","Multiple  Apps","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Degrees Conferred","SURE Data","Institutional Research","Degrees/Certificates Conferred","CSV Report","Degrees/Certificates Conferred Report","N",,"N"
"INSTR","COMP","Faculty Basic Profile 2016","Faculty by Selected Parameters","Faculty","Faculty Attribute Analysis","CSV Report","Faculty Report - Tenure Information","N",,"N"
"INSTR","COMP","Faculty Basic Profile 2016","Faculty Degree Information","Faculty","Faculty Attribute Analysis","CSV Report","Faculty Report - Degree Information","N",,"N"
"ALUMNI","JOHNS193","Donor_Thank_You_Letters","All Designations-old","Alumni.Finance","Scholarship Donor Analysis","CSV Report","Donor Detail Report","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Summary by Designation","Alumni","Designation Analysis","CSV Report","Designation Gifts Report - with Pledge Amounts","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Fiscal Year Gift Summary by Designation - does not work","Alumni","Designation Analysis","CSV Report","Designation Gifts Report","N",,"N"
"INSTR","COMP","ULTRA ","Attending with Classes","Institutional Research","Student ULTRA Activity Analysis","CSV Report","Class Info Report","N",,"N"
"INSTR","PMOSSA","TERM GPA ","TERM GPA","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report","N",,"N"
"INSTR","PMOSSA","TERM GPA ","Cumulative GPA","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report","N",,"N"
"INSTR","PMOSSA","TERM GPA ","NSLS_201880","Student.Academic History","Student Academic Status Analysis","CSV Report","Credits Earned Report - with Address","N",,"N"
"INSTR","COMP","Collegiate Learning Assessment","CLA Data","Student.Registration","Course Enrollment Status Analysis","CSV Report","Collegiate Learning Assessment Report","N",,"N"
"INSTR","COMP","Collegiate Learning Assessment - for Jessica","CLA SAT Scores","Student.Registration","Course Enrollment Status Analysis","CSV Report","Collegiate Learning Assessment Report - SAT Data","N",,"N"
"INSTR","COMP","Course Attributes by Term 2","Attributes by CRN","Student.Courses","Course Catalog Analysis","CSV Report","Course Attributes by CRN Report","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","All OFFER funds","Financial Aid","Financial Aid Analysis","Crosstab","Offered Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","All ACCEPT funds  EXCLUDES Foundation","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","All PAID funds","Financial Aid","Financial Aid Analysis","Crosstab","Paid Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Foundation funds","Financial Aid","Financial Aid Analysis","Crosstab","Offered Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","All funds-SUM by fund type","Financial Aid","Financial Aid Analysis","Crosstab","Offered Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Federal Aid","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","State","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Institutional","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","External","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","SUM-Term awards","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Term","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Institutional, Admissions and Foundation-grouped by source and type=SCHL","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","All ACCEPT funds with EFC and NEED","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Term awards","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Term","N",,"N"
"FAISMGR","FREEMAND","Extract Fund File","Total Aid by Source and Fund Type","Financial Aid","Financial Aid Analysis","Crosstab","Accepted Awards Summary - By Aid Year","N",,"N"
"AUTOMIC",,"STUDENT","SR_DEREGISTERED_REPORT.SQL","Student.Registration","Course Enrollment Archive","CSV Report","Dropped All Courses Report","N",,"N"
"FAISMGR","FREEMAND","Export Data file","Export Data file-All students","Financial Aid","Financial Aid Analysis","CSV Report","Export Data File Report","N",,"N"
"FAISMGR","FREEMAND","Export Data file","Export Data file","Financial Aid","Financial Aid Analysis","CSV Report","Export Data File Report","N",,"N"
"FAISMGR","FREEMAND","Export Data file","Need Data","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Need Data Report","N",,"N"
"FAISMGR","FREEMAND","Export Data file","International students","Financial Aid","Common Data Set Analysis","Crosstab","Nonresident Alien Summary","N",,"N"
"PAYROLL","COMP","HR - Payroll Leave Reports","Active Employees and All Leave","Payroll.Leave Reports","Employee Leave Reports","CSV Report","Employee Leave Report","N","CSV File of Employees Leave or Time Balances based on filters","N"
"PAYROLL","COMP","HR - Payroll Leave Reports","Select by Leave Code","Payroll.Leave Reports","Employee Leave Reports","CSV Report","Employee Leave Report","N","CSV File of Employees Leave or Time Balances based on filters","N"
"PAYROLL","COMP","HR - Payroll Leave Reports","Select by E-Class and Leave Code","Payroll.Leave Reports","Employee Leave Reports","CSV Report","Employee Leave Report","N","CSV File of Employees Leave or Time Balances based on filters","N"
"PAYROLL","COMP","HR - Payroll Leave Reports","Select by Timesheet Org and Leave Code","Payroll.Leave Reports","Employee Leave Reports","CSV Report","Employee Leave Report","N","CSV File of Employees Leave or Time Balances based on filters","N"
"SATURN","LOSASSOJ"," Degrees Granted Fiscal Year","OSR5000","Student.Graduation","Graduation Analysis","CSV Report","Degrees Report - with Primary Advisor","N",,"N"
"SATURN","LOSASSOJ"," Degrees Granted Fiscal Year","OSR5001","Student.Graduation","Graduation Analysis","CSV Report","Degrees Awarded Report","N",,"N"
"SATURN","LOSASSOJ"," Degrees Granted Fiscal Year","OSR5003","Student.Graduation","Graduation Analysis","CSV Report","Degrees Awarded Report - with Address Info","N",,"N"
"SATURN","LOSASSOJ","Graduation - Lists to Stacey","Cards","Student.Graduation","Graduation Analysis","CSV Report","Cards Report","N",,"N"
"SATURN","LOSASSOJ","Graduation - Lists to Stacey","ADDRESS","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N",,"N"
"SATURN","LOSASSOJ","Graduation - Lists to Stacey","Diploma order","Student.Graduation","Graduation Analysis","CSV Report","Diploma Order Report","N",,"N"
"SATURN","LOSASSOJ","Graduation - Lists to Stacey","list by division for Stacey","Student.Graduation","Graduation Analysis","CSV Report","List by Schools Report","N",,"N"
"COMP","COMP","Graduation with CAPP","Grad Status Audit","Student.Graduation","Graduation Audit Analysis","CSV Report","Grad Status Audit Report","N",,"N"
"PAYROLL","COMP","Budget - Position Analysis Reports","All Active Positions (single only)","Budget.HR Budget Reports.Position Reports","Position Analysis Reports","CSV Report","Position Analysis CSV Report","N","CSV Report of all positions selected by filters","N"
"PAYROLL","COMP","Budget - Position Analysis Reports","By Div-Dept","Budget.HR Budget Reports.Position Reports","Position Analysis Reports","CSV Report","Position Analysis CSV Report","N","CSV Report of all positions selected by filters","N"
"PAYROLL","COMP","Budget - Position Analysis Reports","By COAS-Timesheet Org","Budget.HR Budget Reports.Position Reports","Position Analysis Reports","CSV Report","Position Analysis CSV Report","N","CSV Report of all positions selected by filters","N"
"PAYROLL","COMP","Budget - Position Analysis Reports","By Position","Budget.HR Budget Reports.Position Reports","Position Analysis Reports","CSV Report","Position Analysis CSV Report","N","CSV Report of all positions selected by filters","N"
"PAYROLL","COMP","Employee Position Report","All Positions","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Job Report by Div and Dept CSV Format","N"
